report_id,report_type,timestamp,location,department,equipment,raw_text,cleaned_text,metadata,sif_label,hazard_category,severity,immediate_action,intervention,corrective_action,preventive_action,work_stopped
da89a5ba-37dd-49ae-a4bc-80ac2c81064a,Unsafe Condition,,Unit B,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,supervisor intervened,,,True
f020618c-ca80-4de4-bd61-8baa7825b2ac,Unsafe Act,,Unit A,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,{},NO,Working at Height,MEDIUM,stopped work,colleague intervened,replaced equipment,updated procedures,True
f290bf52-5070-4f01-b544-580caa24d9b1,Unsafe Condition,,Refinery Sector 4,,Compressor,<div><p>Trip hazard due to loose cables near Compressor. Cables were immediately organized.</p></div>,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Energy Isolation,LOW,,supervisor intervened,,updated procedures,False
b441ed67-b8e8-42ac-898b-4ffb3a7a585a,Unsafe Act,,Refinery Sector 4,,Electrical Panel,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,{},NO,Slips/Trips,MEDIUM,,colleague intervened,cleaned up,updated procedures,False
e7e2808f-4bff-44a6-bc51-55e340122fbd,Near Miss,,Refinery Sector 4,,Valve,"While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall.","While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall.",{},YES,Working at Height,CRITICAL,reported to supervisor,supervisor intervened,cleaned up,,True
337e8857-9cec-4115-b9e1-fc09be3e9e4e,Unsafe Condition,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Pressure,MEDIUM,reported to supervisor,colleague intervened,,updated procedures,
2932d7bc-3c64-41af-aca8-7894951dc90c,Unsafe Act,,Unit A,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Energy Isolation,MEDIUM,reported to supervisor,,replaced equipment,,True
e035ebf0-562f-435b-b394-726bc9de88b8,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,{},NO,Working at Height,LOW,stopped work,colleague intervened,cleaned up,retrained staff,True
58eb0417-6f85-4e40-822e-f4e6900295c9,Unsafe Act,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Confined Space,MEDIUM,reported to supervisor,,,,True
6ac4f543-2f46-4891-a052-c578cffe4391,Unsafe Act,,Unit B,,Heat Exchanger,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Pressure,MEDIUM,reported to supervisor,colleague intervened,cleaned up,retrained staff,
b8c7b0d0-7805-450f-a416-f7322c219a94,Unsafe Act,,Unit A,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Electrical,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,updated procedures,True
423ac91e-31e6-4b8e-87c2-59f387cf9351,Unsafe Condition,,Offshore Platform 1,,Pump,Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,{},NO,Energy Isolation,LOW,stopped work,supervisor intervened,,,True
7124ae16-c2cc-4c92-986d-e250fcecb8c4,Unsafe Act,,Unit A,,Heat Exchanger,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Electrical,LOW,,supervisor intervened,replaced equipment,updated procedures,False
ae38f052-596c-425c-9bc6-7f36cc7287df,Unsafe Condition,,Unit A,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,,,replaced equipment,updated procedures,False
62cc833d-24c2-4412-bcf9-4d03d44a1866,Unsafe Act,,Refinery Sector 4,,Electrical Panel,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Working at Height,MEDIUM,,supervisor intervened,,,True
6b5ea555-ade8-4f90-a467-c800080464c1,Unsafe Condition,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Confined Space,LOW,reported to supervisor,,,retrained staff,
de577eb5-dd7a-4c2f-afe8-6da1a775d197,Unsafe Condition,,Unit B,,Pump,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Pressure,MEDIUM,reported to supervisor,,,retrained staff,False
c484d2ee-1d8c-4224-b6f8-92a614926085,Unsafe Condition,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,stopped work,,replaced equipment,,True
f7558595-4a89-4767-b33a-c68722a6a550,Unsafe Condition,,Unit A,,Valve,Small oil spill near Valve at Unit A. Cleaned up promptly.,Small oil spill near Valve at Unit A. Cleaned up promptly.,{},NO,Slips/Trips,LOW,reported to supervisor,,,updated procedures,
47dca372-9f32-49d4-bc70-17a319f5663b,Unsafe Condition,,Unit A,,Pump,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,,supervisor intervened,replaced equipment,retrained staff,
04c2c9ad-a496-480b-af08-4be737d38c0c,Unsafe Condition,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,MEDIUM,,supervisor intervened,,,True
2e1dbaf8-57a1-4611-a084-5612615a53ac,Unsafe Act,,Unit A,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,MEDIUM,stopped work,supervisor intervened,cleaned up,,False
dda37a80-4d6a-4fb7-98a2-bbb02328e85a,Unsafe Condition,,Unit A,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,colleague intervened,replaced equipment,,
d306b023-dd6b-4053-9e77-0220868cb974,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,LOW,stopped work,supervisor intervened,replaced equipment,,True
ce1fce25-68d8-4540-8e04-4bb5b55526cc,Unsafe Act,,Unit A,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,{},NO,Confined Space,LOW,reported to supervisor,,cleaned up,updated procedures,True
527ba4d4-68b5-4709-a73e-db9acef22802,Unsafe Condition,,Offshore Platform 1,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Working at Height,LOW,,supervisor intervened,,updated procedures,False
36ddd8b6-bde3-4118-a3dd-27260fd0af35,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,MEDIUM,,colleague intervened,,,False
a140a778-da08-4a36-b1b9-c6945a2d4b1f,Unsafe Act,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Pressure,MEDIUM,stopped work,,cleaned up,,True
3e804554-43ea-4d2c-9d92-e12c5eb96c19,Unsafe Act,,Offshore Platform 1,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Confined Space,MEDIUM,reported to supervisor,supervisor intervened,,,True
596d7d28-b64e-42bf-8f36-af8b50e9568c,Unsafe Act,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,,replaced equipment,retrained staff,
637099eb-9df9-4110-80ab-5b5e298e79f9,Unsafe Condition,,Unit B,,Valve,Small oil spill near Valve at Unit B. Cleaned up promptly.,Small oil spill near Valve at Unit B. Cleaned up promptly.,{},NO,Working at Height,LOW,,,cleaned up,retrained staff,False
cbcd050e-41dd-471c-8186-1fa986eb9fb3,Unsafe Act,,Offshore Platform 1,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Working at Height,MEDIUM,stopped work,supervisor intervened,,,True
14d3aabd-3b61-47e1-b717-0126cec58355,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Working at Height,MEDIUM,stopped work,colleague intervened,cleaned up,retrained staff,True
571fa586-c16e-43c4-a436-8abe71edab2e,Unsafe Condition,,Unit B,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,,colleague intervened,,,
662f6565-c4f8-4246-8b76-b4ba092c355b,Unsafe Condition,,Unit B,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,,colleague intervened,,,
8a987395-3ea6-46eb-a90f-f067d77a795f,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,updated procedures,False
758e6f6c-77be-44ee-b6cc-775d2931624f,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,<div><p>Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,reported to supervisor,colleague intervened,cleaned up,updated procedures,True
daa9e2e8-fdbb-45b3-8caf-9d570a3bf2d8,Unsafe Act,,Unit A,,Compressor,Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.,Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.,{},YES,Working at Height,CRITICAL,stopped work,supervisor intervened,replaced equipment,retrained staff,False
93753ad4-9fd1-4e7b-8830-9787c833bcb3,Unsafe Act,,Offshore Platform 1,,Valve,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,supervisor intervened,,,
b7453d52-9a15-4757-9f57-146b56d71b76,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,,,replaced equipment,,True
d531c206-1288-4923-8bb0-4822a0827926,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,,,replaced equipment,,True
a50f7c01-97a8-428e-be66-b2d76a37a120,Unsafe Act,,Offshore Platform 1,,Valve,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Energy Isolation,LOW,reported to supervisor,supervisor intervened,cleaned up,retrained staff,True
5d5e9c30-bad8-4902-a417-d1c48e411c9a,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,colleague intervened,,retrained staff,
5bcff17d-a302-4e92-ab15-8fd0e10e9b6e,Unsafe Act,,Offshore Platform 1,,Valve,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,{},NO,Energy Isolation,LOW,,colleague intervened,,retrained staff,True
670b3f60-9a85-47b0-a85a-4e061f930e47,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,{},NO,Confined Space,LOW,reported to supervisor,colleague intervened,cleaned up,retrained staff,
337c68b3-9338-4cb9-b87d-802c1f014a38,Unsafe Act,,Refinery Sector 4,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,stopped work,,cleaned up,,True
9b97db3a-1720-46ea-ab79-011d05f97ffe,Unsafe Act,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,reported to supervisor,supervisor intervened,,updated procedures,
a1b3d7f8-d384-46d4-82df-24fef7c59ecb,Unsafe Act,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,reported to supervisor,supervisor intervened,,updated procedures,
d4d3cbd9-68c9-4323-a7db-bc47007cf57a,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,{},NO,Confined Space,LOW,stopped work,colleague intervened,cleaned up,retrained staff,True
75ec9e3d-fc2f-4ced-af23-376be10235e6,Unsafe Condition,,Unit B,,Heat Exchanger,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,LOW,stopped work,supervisor intervened,cleaned up,updated procedures,False
c4ff9b3a-ca5f-4265-a9e7-b4bfec7470f7,Unsafe Condition,,Offshore Platform 1,,Valve,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Pressure,LOW,,,replaced equipment,retrained staff,True
b1291d0b-c3f3-4818-a435-e379575f3850,Unsafe Condition,,Offshore Platform 1,,Valve,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Pressure,LOW,,,replaced equipment,retrained staff,True
67776881-0c18-45cf-be91-3bca2e5f7364,Unsafe Act,,Offshore Platform 1,,Pump,Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,{},NO,Energy Isolation,MEDIUM,reported to supervisor,,,updated procedures,True
2b72025c-d685-4530-93ba-a2601b5aa34c,Unsafe Act,,Unit A,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Electrical,MEDIUM,reported to supervisor,colleague intervened,,updated procedures,True
c019e4c3-c390-413f-b5c7-4d64471f1605,Unsafe Act,,Unit A,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,colleague intervened,replaced equipment,,False
40d73bc5-8967-4fcf-8c1f-90cd852bc755,Unsafe Act,,Unit A,,Valve,Small oil spill near Valve at Unit A. Cleaned up promptly.,Small oil spill near Valve at Unit A. Cleaned up promptly.,{},NO,Confined Space,LOW,,,cleaned up,retrained staff,True
ddb66fe8-646e-4d33-9154-a2cc784a35ba,Unsafe Condition,,Refinery Sector 4,,Electrical Panel,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Pressure,LOW,,colleague intervened,,updated procedures,
b589e485-7b2a-42bd-8de2-463dca9f4ef1,Unsafe Condition,,Refinery Sector 4,,Valve,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,{},NO,Slips/Trips,LOW,stopped work,supervisor intervened,cleaned up,updated procedures,False
24bc0d9f-1b66-4b78-80fc-4ea01078f3cb,Unsafe Condition,,Refinery Sector 4,,Pump,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Electrical,LOW,stopped work,,,updated procedures,True
80c108f1-a93b-484d-ae30-487c39d925c2,Unsafe Act,,Offshore Platform 1,,Valve,,,{},NO,Electrical,LOW,reported to supervisor,,cleaned up,updated procedures,
dcbc5964-ec04-4a46-b773-4e3c04a20956,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Working at Height,MEDIUM,,,replaced equipment,retrained staff,True
2bc5225f-e68d-4efc-9026-9a9fc4626363,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Electrical,LOW,,,cleaned up,retrained staff,False
dfbb03e7-7565-49a6-90f8-1e322d996ac6,Unsafe Act,,Refinery Sector 4,,Valve,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Manual Handling,LOW,,,replaced equipment,,False
277a1fd6-a6f7-413d-b64b-50ff1dc9fadb,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Slips/Trips,LOW,stopped work,colleague intervened,,updated procedures,True
1633db14-7517-49c2-8b23-e26e0e1202cb,Unsafe Condition,,Offshore Platform 1,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Slips/Trips,LOW,stopped work,,cleaned up,,True
b55e52f9-3fd9-4bda-aeb5-1a8242b9aae1,Unsafe Act,,Unit A,,Electrical Panel,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Energy Isolation,MEDIUM,stopped work,,cleaned up,updated procedures,
e47e5349-1e67-472c-b364-6b2761bcc57c,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Energy Isolation,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,retrained staff,False
aaa0024b-e09a-400e-b1c0-30f3089236bd,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Electrical,MEDIUM,reported to supervisor,colleague intervened,cleaned up,retrained staff,False
73e776d8-d159-4bc6-a4ca-03f989ccb6f8,Unsafe Act,,Unit A,,Pump,Small oil spill near Pump at Unit A. Cleaned up promptly.,Small oil spill near Pump at Unit A. Cleaned up promptly.,{},NO,Electrical,LOW,,,replaced equipment,,False
b05d8187-905e-442a-87cc-b2c41516d945,Unsafe Condition,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,LOW,,,,retrained staff,
4491efd4-69eb-4a14-a282-17a244e007e6,Unsafe Act,,Refinery Sector 4,,Pump,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Slips/Trips,LOW,stopped work,colleague intervened,,,False
7b37f024-5969-490e-911d-1118bbd7b4c7,Unsafe Condition,,Unit A,,Valve,<div><p>Worker observed not wearing safety glasses at Unit A.</p></div>,Worker observed not wearing safety glasses at Unit A.,{},NO,Working at Height,LOW,reported to supervisor,colleague intervened,cleaned up,retrained staff,
603b3259-5d8c-4431-a0c0-14a6b9dc00f2,Unsafe Condition,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Manual Handling,LOW,stopped work,supervisor intervened,,retrained staff,False
24ec445a-afd5-464e-baf1-5a8f5b1d8846,Unsafe Condition,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Manual Handling,LOW,stopped work,supervisor intervened,,retrained staff,False
a0bff978-cade-4ae1-b24e-67fae6c7ffe7,Unsafe Condition,,Refinery Sector 4,,Compressor,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Energy Isolation,MEDIUM,stopped work,,replaced equipment,retrained staff,False
4f97f758-dd08-4f02-ab7d-3ed64234befa,Unsafe Condition,,Offshore Platform 1,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Working at Height,LOW,reported to supervisor,colleague intervened,,,False
ed4b9e2a-033f-48a8-bc1c-18cc9ab66a8e,Unsafe Condition,,Unit A,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Slips/Trips,LOW,reported to supervisor,colleague intervened,cleaned up,retrained staff,False
9896d17c-25d1-45a0-ae53-08fd1069c33d,Unsafe Act,,Refinery Sector 4,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Manual Handling,LOW,,supervisor intervened,cleaned up,,True
6266443e-50f5-4d75-bfe2-f86a1542c3c4,Unsafe Condition,,Unit B,,Pump,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Manual Handling,MEDIUM,reported to supervisor,colleague intervened,cleaned up,,
1db41ce2-748e-4d8b-9238-d5e25421e5b0,Unsafe Act,,Unit B,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Confined Space,MEDIUM,,supervisor intervened,cleaned up,,False
58125e93-b05a-4f12-82e8-6dd98c3d2cc0,Unsafe Act,,Unit A,,Electrical Panel,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,{},NO,Energy Isolation,LOW,reported to supervisor,colleague intervened,replaced equipment,updated procedures,False
ba14c6e3-90bf-479a-828c-25fe9bbf10e3,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,{},NO,Slips/Trips,LOW,,,replaced equipment,,True
8f7b2a39-827e-4290-9a5c-752f4bba99d2,Unsafe Act,,Refinery Sector 4,,Valve,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Confined Space,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,False
ee1499cd-4fda-44f8-a3f2-93866b568a49,Unsafe Condition,,Unit B,,Electrical Panel,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Energy Isolation,LOW,stopped work,supervisor intervened,cleaned up,retrained staff,True
dd396721-613d-46e8-bb13-69c958a8b1f3,Unsafe Act,,Offshore Platform 1,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Confined Space,LOW,stopped work,colleague intervened,replaced equipment,,
df8edfc5-c5f7-46a1-8c59-1d630cad9289,Unsafe Condition,,Unit B,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,LOW,stopped work,supervisor intervened,cleaned up,,False
4f19a6c4-2ca3-4112-a58d-37bdacffa046,Unsafe Act,,Unit A,,Electrical Panel,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,{},NO,Electrical,MEDIUM,reported to supervisor,supervisor intervened,,retrained staff,True
2dcdddc1-f829-4bac-b1ff-427bf378d43d,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Energy Isolation,MEDIUM,stopped work,,,,False
c2001393-2ce3-42e2-8a86-04ea1a826d8b,Unsafe Act,,Unit A,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,,colleague intervened,replaced equipment,updated procedures,
65109273-73fd-4747-b849-67355bd0ba92,Unsafe Act,,Refinery Sector 4,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Electrical,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,updated procedures,
3be0f774-87b7-41b2-a9e0-d4dd1ec25d04,Unsafe Act,,Unit B,,Heat Exchanger,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Manual Handling,MEDIUM,,colleague intervened,replaced equipment,retrained staff,False
5cf6e72f-8a5b-4374-8d85-c48efd396020,Unsafe Condition,,Refinery Sector 4,,Pump,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,MEDIUM,,supervisor intervened,replaced equipment,retrained staff,True
b4a63c1e-88c4-4e11-b2bc-d1b56db890a8,Unsafe Condition,,Unit B,,Electrical Panel,,,{},NO,Slips/Trips,MEDIUM,reported to supervisor,supervisor intervened,,updated procedures,False
2d7138d8-0746-44b5-a908-a9c5ffbfa3ce,Unsafe Condition,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,MEDIUM,reported to supervisor,colleague intervened,cleaned up,retrained staff,
f45733fa-4d48-4a7a-a157-0ba2d8c64b08,Unsafe Act,,Unit A,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,stopped work,,cleaned up,,
